Data de Publicação,Contagem de postagens,Contagem de Perfis,Taxa de engajamento,Engajamento,Impressões,Visualizações,Rede,Tipo,Assunto
24 de mar. de 2025,8,7,"0,03%",1.882,700.708,-,Facebook,Orgânico,Times
08 de fev. de 2025,8,7,"0,02%",1.700,791.178,-,Facebook,Orgânico,Times
05 de fev. de 2025,8,7,"0,01%",149,99.926,-,Facebook,Orgânico,Times
14 de jan. de 2025,8,7,"0,02%",1.776,841.777,-,Facebook,Orgânico,Times
22 de jun. de 2025,7,7,"0,27%",16.740,621.573,-,Facebook,Orgânico,Times
10 de mai. de 2025,7,7,"<0,01%",1.362,1.502.790,-,Facebook,Orgânico,Times
08 de mai. de 2025,7,7,"0,02%",492,202.724,-,Facebook,Orgânico,Times
25 de abr. de 2025,7,7,"0,02%",1.254,622.856,-,Facebook,Orgânico,Times
21 de abr. de 2025,7,7,"0,06%",1.593,285.801,-,Facebook,Orgânico,Times
01 de mar. de 2025,7,7,"0,04%",1.414,319.928,-,Facebook,Orgânico,Times
19 de jan. de 2025,7,4,"<0,01%",260,587.806,-,Facebook,Orgânico,Times
14 de jun. de 2025,6,5,"<0,01%",315,2.143.487,-,Facebook,Orgânico,Times
04 de mai. de 2025,6,6,"0,02%",1.193,697.203,-,Facebook,Orgânico,Times
14 de fev. de 2025,6,6,"0,13%",680,53.445,-,Facebook,Orgânico,Times
01 de fev. de 2025,6,3,"0,04%",1.700,419.366,-,Facebook,Orgânico,Times
28 de jan. de 2025,5,5,"<0,01%",213,306.390,-,Facebook,Orgânico,Times
11 de mai. de 2025,4,3,"0,03%",73,21.440,-,Facebook,Orgânico,Times
09 de mar. de 2025,4,4,"0,12%",4.917,408.112,-,Facebook,Orgânico,Times
15 de fev. de 2025,3,3,"0,03%",352,117.688,-,Facebook,Orgânico,Times
12 de jun. de 2025,143,63,"0,03%",321.501,0,8.893.025,Youtube,Orgânico,Times
07 de abr. de 2025,121,56,"0,05%",402.103,0,11.958.384,Youtube,Orgânico,Times
28 de abr. de 2025,114,57,"0,06%",256.463,0,7.512.502,Youtube,Orgânico,Times
09 de mai. de 2025,109,43,"0,04%",182.601,0,5.227.953,Youtube,Orgânico,Times
11 de jun. de 2025,102,45,"0,01%",118.534,0,3.025.935,Youtube,Orgânico,Times
13 de jun. de 2025,100,50,"0,03%",179.591,0,5.227.650,Youtube,Orgânico,Times
19 de mai. de 2025,96,67,"0,06%",123.841,0,2.670.730,Youtube,Orgânico,Times
18 de mai. de 2025,93,45,"0,11%",464.617,0,13.680.887,Youtube,Orgânico,Times
14 de abr. de 2025,93,47,"0,05%",254.150,0,8.150.072,Youtube,Orgânico,Times
31 de mar. de 2025,91,41,"0,06%",289.950,0,8.089.148,Youtube,Orgânico,Times
05 de mai. de 2025,88,54,"0,04%",165.710,0,5.407.857,Youtube,Orgânico,Times
21 de abr. de 2025,87,42,"0,06%",285.751,0,8.627.422,Youtube,Orgânico,Times
09 de jun. de 2025,86,49,"0,04%",205.005,0,4.546.200,Youtube,Orgânico,Times
07 de jun. de 2025,84,36,"0,03%",140.821,0,4.594.285,Youtube,Orgânico,Times
12 de mai. de 2025,84,54,"0,06%",201.735,0,6.518.356,Youtube,Orgânico,Times
20 de mai. de 2025,82,55,"0,13%",125.546,0,2.029.194,Youtube,Orgânico,Times
14 de jun. de 2025,81,27,"0,01%",93.497,0,3.044.027,Youtube,Orgânico,Times
03 de jun. de 2025,81,48,"0,09%",172.214,0,5.242.167,Youtube,Orgânico,Times
22 de mai. de 2025,80,53,"0,06%",107.369,0,2.472.450,Youtube,Orgânico,Times
08 de abr. de 2025,80,55,"0,08%",123.374,0,3.925.645,Youtube,Orgânico,Times
27 de abr. de 2025,78,36,"0,15%",154.550,0,2.798.590,Youtube,Orgânico,Times
03 de mai. de 2025,74,37,"0,08%",249.913,0,6.453.395,Youtube,Orgânico,Times
26 de abr. de 2025,74,39,"0,10%",315.052,0,9.574.465,Youtube,Orgânico,Times
30 de mai. de 2025,72,49,"0,10%",115.328,0,1.365.070,Youtube,Orgânico,Times
21 de mai. de 2025,71,50,"0,09%",58.897,0,1.166.554,Youtube,Orgânico,Times
10 de jun. de 2025,69,42,"0,02%",69.508,0,1.836.263,Youtube,Orgânico,Times
06 de jun. de 2025,69,44,"0,02%",82.811,0,1.875.064,Youtube,Orgânico,Times
05 de jun. de 2025,69,41,"0,05%",146.524,0,2.409.263,Youtube,Orgânico,Times
04 de jun. de 2025,69,47,"0,02%",89.515,0,2.539.938,Youtube,Orgânico,Times
29 de abr. de 2025,69,45,"0,06%",45.878,0,795.599,Youtube,Orgânico,Times
23 de mai. de 2025,68,45,"0,16%",157.630,0,1.879.379,Youtube,Orgânico,Times
09 de abr. de 2025,66,55,"0,29%",109.359,0,1.994.314,Youtube,Orgânico,Times
15 de abr. de 2025,65,44,"0,08%",121.912,0,2.762.701,Youtube,Orgânico,Times
08 de jun. de 2025,64,34,"0,05%",193.864,0,5.384.971,Youtube,Orgânico,Times
01 de jun. de 2025,64,36,"0,03%",124.795,0,3.317.503,Youtube,Orgânico,Times
14 de mai. de 2025,63,51,"0,05%",65.365,0,1.247.631,Youtube,Orgânico,Times
22 de abr. de 2025,63,46,"0,07%",66.138,0,1.206.625,Youtube,Orgânico,Times
15 de mai. de 2025,62,44,"0,03%",27.979,0,357.687,Youtube,Orgânico,Times
24 de fev. de 2025,61,47,"0,12%",186.584,0,3.884.933,Youtube,Orgânico,Times
23 de abr. de 2025,60,42,"0,13%",56.418,0,858.657,Youtube,Orgânico,Times
03 de jan. de 2025,60,32,"0,09%",86.250,0,2.311.021,Youtube,Orgânico,Times
17 de mai. de 2025,59,33,"0,07%",162.686,0,3.361.771,Youtube,Orgânico,Times
25 de abr. de 2025,59,48,"0,11%",56.791,0,673.934,Youtube,Orgânico,Times
12 de abr. de 2025,59,43,"0,22%",124.600,0,2.272.265,Youtube,Orgânico,Times
01 de abr. de 2025,59,41,"0,06%",97.674,0,2.030.281,Youtube,Orgânico,Times
26 de mar. de 2025,59,39,"0,05%",65.515,0,967.634,Youtube,Orgânico,Times
02 de jun. de 2025,57,43,"0,03%",76.716,0,1.899.562,Youtube,Orgânico,Times
10 de abr. de 2025,57,42,"0,24%",138.325,0,2.976.162,Youtube,Orgânico,Times
20 de mar. de 2025,57,44,"0,33%",111.656,0,3.116.207,Youtube,Orgânico,Times
28 de mai. de 2025,56,45,"0,11%",44.322,0,622.959,Youtube,Orgânico,Times
18 de mar. de 2025,56,43,"0,17%",49.157,0,2.951.599,Youtube,Orgânico,Times
26 de jan. de 2025,56,25,"0,10%",49.287,0,1.181.012,Youtube,Orgânico,Times
13 de mai. de 2025,55,42,"0,03%",41.572,0,882.895,Youtube,Orgânico,Times
17 de abr. de 2025,55,44,"0,35%",79.761,0,1.109.761,Youtube,Orgânico,Times
16 de abr. de 2025,55,36,"0,24%",59.620,0,1.140.201,Youtube,Orgânico,Times
16 de mai. de 2025,53,45,"0,25%",100.529,0,2.515.135,Youtube,Orgânico,Times
11 de abr. de 2025,53,47,"0,17%",79.765,0,1.346.644,Youtube,Orgânico,Times
04 de abr. de 2025,53,49,"0,14%",53.061,0,1.027.234,Youtube,Orgânico,Times
29 de mar. de 2025,53,29,"0,12%",297.507,0,8.028.701,Youtube,Orgânico,Times
19 de abr. de 2025,52,36,"0,25%",112.384,0,1.988.544,Youtube,Orgânico,Times
13 de abr. de 2025,52,37,"0,24%",115.147,0,2.108.647,Youtube,Orgânico,Times
26 de fev. de 2025,52,39,"0,11%",60.495,0,1.000.780,Youtube,Orgânico,Times
23 de jan. de 2025,52,42,"0,72%",134.816,0,1.722.173,Youtube,Orgânico,Times
18 de jun. de 2025,51,43,"0,08%",32.684,0,355.435,Youtube,Orgânico,Times
16 de jun. de 2025,51,43,"0,08%",25.313,0,412.885,Youtube,Orgânico,Times
30 de abr. de 2025,51,46,"0,09%",44.535,0,678.922,Youtube,Orgânico,Times
25 de fev. de 2025,51,39,"0,06%",36.061,0,604.762,Youtube,Orgânico,Times
23 de jun. de 2025,50,34,"0,07%",22.283,0,298.278,Youtube,Orgânico,Times
07 de mar. de 2025,50,33,"0,21%",60.564,0,1.214.183,Youtube,Orgânico,Times
06 de mai. de 2025,49,37,"0,05%",34.350,0,610.451,Youtube,Orgânico,Times
24 de abr. de 2025,49,40,"0,11%",36.527,0,537.425,Youtube,Orgânico,Times
11 de mai. de 2025,48,32,"0,25%",107.384,0,2.558.184,Youtube,Orgânico,Times
29 de jan. de 2025,48,38,"0,56%",93.892,0,2.186.532,Youtube,Orgânico,Times
02 de jan. de 2025,48,20,"0,19%",109.493,0,3.061.712,Youtube,Orgânico,Times
02 de mai. de 2025,47,37,"0,08%",36.204,0,782.205,Youtube,Orgânico,Times
06 de mar. de 2025,47,37,"0,21%",61.705,0,2.097.810,Youtube,Orgânico,Times
17 de jun. de 2025,46,39,"0,03%",19.979,0,268.936,Youtube,Orgânico,Times
27 de mai. de 2025,46,37,"0,16%",74.539,0,914.467,Youtube,Orgânico,Times
10 de mai. de 2025,46,31,"0,12%",79.983,0,1.554.171,Youtube,Orgânico,Times
02 de abr. de 2025,46,41,"0,44%",116.556,0,2.360.817,Youtube,Orgânico,Times
11 de fev. de 2025,46,41,"0,26%",89.521,0,1.207.537,Youtube,Orgânico,Times
16 de jan. de 2025,46,37,"0,30%",80.343,0,1.892.974,Youtube,Orgânico,Times
24 de jun. de 2025,45,40,"0,19%",61.023,0,826.961,Youtube,Orgânico,Times
20 de jun. de 2025,45,39,"0,17%",47.036,0,613.975,Youtube,Orgânico,Times
24 de mai. de 2025,45,36,"0,28%",104.575,0,2.115.027,Youtube,Orgânico,Times
08 de mai. de 2025,45,40,"0,12%",73.693,0,1.269.102,Youtube,Orgânico,Times
27 de mar. de 2025,45,39,"0,22%",259.475,0,3.563.682,Youtube,Orgânico,Times
19 de mar. de 2025,45,32,"0,83%",378.413,0,8.733.653,Youtube,Orgânico,Times
17 de mar. de 2025,45,32,"0,26%",181.102,0,2.330.238,Youtube,Orgânico,Times
28 de fev. de 2025,45,40,"0,11%",53.795,0,1.021.141,Youtube,Orgânico,Times
27 de fev. de 2025,45,41,"0,14%",85.380,0,1.432.874,Youtube,Orgânico,Times
06 de abr. de 2025,44,32,"0,17%",158.025,0,3.117.582,Youtube,Orgânico,Times
13 de fev. de 2025,44,38,"0,14%",63.847,0,721.765,Youtube,Orgânico,Times
07 de jan. de 2025,44,36,"0,12%",98.163,0,2.187.891,Youtube,Orgânico,Times
26 de jun. de 2025,43,40,"0,38%",79.050,0,605.849,Youtube,Orgânico,Times
01 de fev. de 2025,43,32,"0,37%",187.119,0,3.315.339,Youtube,Orgânico,Times
08 de jan. de 2025,43,34,"0,09%",85.242,0,1.897.121,Youtube,Orgânico,Times
07 de mai. de 2025,42,39,"0,17%",39.216,0,522.822,Youtube,Orgânico,Times
10 de mar. de 2025,42,33,"0,24%",65.801,0,1.163.956,Youtube,Orgânico,Times
10 de fev. de 2025,42,36,"0,19%",69.812,0,1.175.441,Youtube,Orgânico,Times
17 de jan. de 2025,42,36,"0,38%",62.425,0,1.852.739,Youtube,Orgânico,Times
13 de jan. de 2025,42,37,"0,24%",88.211,0,1.125.669,Youtube,Orgânico,Times
29 de mai. de 2025,41,36,"0,14%",36.596,0,386.774,Youtube,Orgânico,Times
22 de mar. de 2025,41,37,"0,26%",97.204,0,3.526.691,Youtube,Orgânico,Times
13 de mar. de 2025,41,35,"0,12%",26.030,0,457.511,Youtube,Orgânico,Times
05 de mar. de 2025,41,34,"0,40%",84.217,0,1.340.751,Youtube,Orgânico,Times
18 de fev. de 2025,41,37,"0,32%",169.587,0,2.337.461,Youtube,Orgânico,Times
03 de fev. de 2025,41,35,"0,55%",69.763,0,1.208.031,Youtube,Orgânico,Times
31 de jan. de 2025,41,34,"0,30%",110.044,0,1.923.203,Youtube,Orgânico,Times
28 de jan. de 2025,41,35,"0,41%",55.603,0,613.528,Youtube,Orgânico,Times
26 de mai. de 2025,40,34,"0,07%",32.060,0,708.419,Youtube,Orgânico,Times
05 de abr. de 2025,40,30,"0,31%",128.048,0,2.654.011,Youtube,Orgânico,Times
03 de abr. de 2025,40,32,"0,67%",103.248,0,2.369.027,Youtube,Orgânico,Times
19 de fev. de 2025,40,35,"0,22%",42.243,0,534.742,Youtube,Orgânico,Times
24 de jan. de 2025,40,33,"0,27%",88.800,0,919.479,Youtube,Orgânico,Times
24 de mar. de 2025,39,32,"0,09%",32.377,0,342.280,Youtube,Orgânico,Times
12 de mar. de 2025,39,33,"0,25%",61.860,0,680.536,Youtube,Orgânico,Times
07 de fev. de 2025,39,32,"0,21%",60.816,0,845.241,Youtube,Orgânico,Times
21 de mar. de 2025,38,31,"0,17%",33.867,0,453.913,Youtube,Orgânico,Times
20 de fev. de 2025,38,34,"0,16%",39.705,0,579.772,Youtube,Orgânico,Times
17 de fev. de 2025,38,33,"0,24%",76.458,0,1.088.708,Youtube,Orgânico,Times
09 de fev. de 2025,38,27,"0,33%",111.063,0,2.308.300,Youtube,Orgânico,Times
06 de fev. de 2025,38,34,"0,43%",46.382,0,514.467,Youtube,Orgânico,Times
25 de jun. de 2025,37,36,"0,07%",26.484,0,263.098,Youtube,Orgânico,Times
19 de jun. de 2025,37,25,"0,75%",207.667,0,5.207.583,Youtube,Orgânico,Times
20 de abr. de 2025,37,27,"0,16%",97.887,0,1.781.226,Youtube,Orgânico,Times
28 de mar. de 2025,37,35,"0,20%",29.754,0,376.081,Youtube,Orgânico,Times
03 de mar. de 2025,37,27,"0,32%",52.656,0,878.749,Youtube,Orgânico,Times
14 de fev. de 2025,37,33,"0,35%",46.047,0,693.208,Youtube,Orgânico,Times
06 de jan. de 2025,37,26,"0,11%",77.391,0,1.354.148,Youtube,Orgânico,Times
31 de mai. de 2025,36,28,"0,20%",78.681,0,1.771.627,Youtube,Orgânico,Times
04 de mai. de 2025,36,30,"0,09%",78.238,0,1.685.308,Youtube,Orgânico,Times
18 de abr. de 2025,36,32,"0,17%",51.965,0,745.862,Youtube,Orgânico,Times
04 de fev. de 2025,36,35,"0,24%",40.270,0,487.157,Youtube,Orgânico,Times
22 de jan. de 2025,36,30,"0,15%",59.699,0,580.471,Youtube,Orgânico,Times
21 de jan. de 2025,36,31,"0,52%",108.766,0,1.472.352,Youtube,Orgânico,Times
10 de jan. de 2025,36,27,"0,29%",249.272,0,4.208.345,Youtube,Orgânico,Times
09 de jan. de 2025,36,28,"0,26%",215.515,0,4.658.871,Youtube,Orgânico,Times
25 de mai. de 2025,34,27,"0,23%",87.804,0,1.558.419,Youtube,Orgânico,Times
25 de mar. de 2025,34,32,"0,08%",55.024,0,759.588,Youtube,Orgânico,Times
30 de jan. de 2025,34,29,"0,54%",134.653,0,2.063.711,Youtube,Orgânico,Times
25 de jan. de 2025,34,24,"0,70%",149.351,0,1.969.720,Youtube,Orgânico,Times
15 de jun. de 2025,33,22,"0,44%",79.099,0,1.621.903,Youtube,Orgânico,Times
14 de jan. de 2025,33,28,"0,36%",81.062,0,821.596,Youtube,Orgânico,Times
21 de fev. de 2025,32,29,"0,10%",44.464,0,677.847,Youtube,Orgânico,Times
15 de fev. de 2025,31,24,"0,42%",96.615,0,1.299.895,Youtube,Orgânico,Times
12 de fev. de 2025,31,27,"0,14%",40.564,0,569.722,Youtube,Orgânico,Times
01 de mai. de 2025,30,25,"0,12%",22.098,0,349.924,Youtube,Orgânico,Times
30 de mar. de 2025,30,24,"0,17%",81.783,0,2.431.100,Youtube,Orgânico,Times
27 de jan. de 2025,30,26,"0,45%",44.716,0,596.780,Youtube,Orgânico,Times
12 de jan. de 2025,30,24,"0,81%",482.839,0,9.848.919,Youtube,Orgânico,Times
6 dias ago,29,22,"0,30%",61.123,0,748.410,Youtube,Orgânico,Times
11 de mar. de 2025,29,25,"0,18%",42.573,0,621.849,Youtube,Orgânico,Times
05 de fev. de 2025,28,26,"0,17%",38.076,0,608.222,Youtube,Orgânico,Times
20 de jan. de 2025,28,26,"0,40%",44.456,0,739.485,Youtube,Orgânico,Times
22 de jun. de 2025,27,24,"0,19%",28.066,0,352.500,Youtube,Orgânico,Times
14 de mar. de 2025,27,24,"0,21%",78.157,0,1.013.762,Youtube,Orgânico,Times
01 de mar. de 2025,27,21,"0,34%",113.446,0,2.446.792,Youtube,Orgânico,Times
22 de fev. de 2025,27,22,"0,14%",70.205,0,896.832,Youtube,Orgânico,Times
16 de fev. de 2025,27,23,"0,36%",93.781,0,2.225.998,Youtube,Orgânico,Times
04 de jan. de 2025,27,19,"0,23%",188.311,0,4.605.163,Youtube,Orgânico,Times
08 de fev. de 2025,26,23,"0,20%",115.349,0,1.397.084,Youtube,Orgânico,Times
04 de mar. de 2025,25,20,"0,54%",42.374,0,1.028.427,Youtube,Orgânico,Times
3 dias ago,24,20,"0,09%",12.045,0,128.084,Youtube,Orgânico,Times
5 dias ago,24,18,"0,07%",22.531,0,380.996,Youtube,Orgânico,Times
08 de mar. de 2025,24,20,"0,71%",63.549,0,1.251.388,Youtube,Orgânico,Times
23 de fev. de 2025,24,16,"0,32%",89.679,0,1.220.876,Youtube,Orgânico,Times
19 de jan. de 2025,24,18,"0,79%",58.917,0,2.100.820,Youtube,Orgânico,Times
21 de jun. de 2025,23,21,"0,13%",31.976,0,550.754,Youtube,Orgânico,Times
15 de jan. de 2025,22,18,"0,14%",18.237,0,246.158,Youtube,Orgânico,Times
01 de jan. de 2025,22,13,"0,06%",51.855,0,1.286.994,Youtube,Orgânico,Times
02 de mar. de 2025,21,16,"0,35%",28.959,0,609.330,Youtube,Orgânico,Times
02 de fev. de 2025,20,19,"0,29%",65.689,0,974.601,Youtube,Orgânico,Times
18 de jan. de 2025,19,17,"0,41%",59.482,0,813.133,Youtube,Orgânico,Times
15 de mar. de 2025,18,16,1%,105.606,0,1.812.478,Youtube,Orgânico,Times
09 de mar. de 2025,17,15,"0,25%",37.204,0,866.590,Youtube,Orgânico,Times
11 de jan. de 2025,17,16,"0,13%",13.877,0,243.844,Youtube,Orgânico,Times
23 de mar. de 2025,16,15,"0,10%",62.735,0,711.561,Youtube,Orgânico,Times
05 de jan. de 2025,16,13,"0,37%",18.930,0,206.636,Youtube,Orgânico,Times
4 dias ago,15,12,"0,12%",17.718,0,192.290,Youtube,Orgânico,Times
16 de mar. de 2025,11,10,"0,27%",14.546,0,206.500,Youtube,Orgânico,Times
18 de mai. de 2025,35,26,-,-,0,6.141.093,Twitch,Orgânico,Times
29 de mar. de 2025,34,21,-,-,0,5.753.361,Twitch,Orgânico,Times
31 de jan. de 2025,31,15,-,-,0,2.902.520,Twitch,Orgânico,Times
22 de mai. de 2025,26,12,-,-,0,323.836,Twitch,Orgânico,Times
07 de abr. de 2025,26,19,-,-,0,4.105.281,Twitch,Orgânico,Times
21 de abr. de 2025,25,19,-,-,0,4.879.637,Twitch,Orgânico,Times
16 de jan. de 2025,25,15,-,-,0,3.623.777,Twitch,Orgânico,Times
12 de mai. de 2025,24,19,-,-,0,4.364.534,Twitch,Orgânico,Times
28 de abr. de 2025,24,18,-,-,0,4.490.181,Twitch,Orgânico,Times
26 de abr. de 2025,24,15,-,-,0,4.130.787,Twitch,Orgânico,Times
14 de abr. de 2025,24,18,-,-,0,5.549.789,Twitch,Orgânico,Times
19 de jan. de 2025,24,14,-,-,0,1.542.061,Twitch,Orgânico,Times
08 de jun. de 2025,23,15,-,-,0,721.923,Twitch,Orgânico,Times
30 de mar. de 2025,23,18,-,-,0,1.395.795,Twitch,Orgânico,Times
06 de abr. de 2025,22,15,-,-,0,1.795.523,Twitch,Orgânico,Times
31 de mar. de 2025,22,19,-,-,0,4.483.295,Twitch,Orgânico,Times
12 de jun. de 2025,21,13,-,-,0,895.657,Twitch,Orgânico,Times
05 de mai. de 2025,20,16,-,-,0,4.670.846,Twitch,Orgânico,Times
03 de mai. de 2025,20,17,-,-,0,3.735.813,Twitch,Orgânico,Times
02 de fev. de 2025,20,12,-,-,0,2.125.949,Twitch,Orgânico,Times
03 de jun. de 2025,19,14,-,-,0,2.321.675,Twitch,Orgânico,Times
12 de abr. de 2025,19,12,-,-,0,633.866,Twitch,Orgânico,Times
22 de mar. de 2025,19,11,-,-,0,1.586.426,Twitch,Orgânico,Times
01 de fev. de 2025,19,15,-,-,0,1.929.967,Twitch,Orgânico,Times
11 de mai. de 2025,18,13,-,-,0,409.243,Twitch,Orgânico,Times
15 de jun. de 2025,17,15,-,-,0,379.638,Twitch,Orgânico,Times
25 de mai. de 2025,17,16,-,-,0,638.453,Twitch,Orgânico,Times
13 de mai. de 2025,17,12,-,-,0,757.612,Twitch,Orgânico,Times
09 de mai. de 2025,17,17,-,-,0,2.847.252,Twitch,Orgânico,Times
06 de jun. de 2025,16,13,-,-,0,1.049.596,Twitch,Orgânico,Times
17 de mai. de 2025,16,12,-,-,0,999.866,Twitch,Orgânico,Times
09 de abr. de 2025,16,10,-,-,0,569.185,Twitch,Orgânico,Times
09 de fev. de 2025,16,11,-,-,0,938.181,Twitch,Orgânico,Times
24 de mai. de 2025,15,13,-,-,0,378.413,Twitch,Orgânico,Times
04 de abr. de 2025,15,9,-,-,0,736.378,Twitch,Orgânico,Times
16 de fev. de 2025,15,13,-,-,0,1.655.434,Twitch,Orgânico,Times
25 de jan. de 2025,15,9,-,-,0,1.355.140,Twitch,Orgânico,Times
17 de jan. de 2025,15,8,-,-,0,896.879,Twitch,Orgânico,Times
16 de jun. de 2025,14,9,-,-,0,406.512,Twitch,Orgânico,Times
14 de jun. de 2025,14,11,-,-,0,456.379,Twitch,Orgânico,Times
13 de abr. de 2025,14,13,-,-,0,840.802,Twitch,Orgânico,Times
25 de jun. de 2025,13,3,-,-,0,21.580,Twitch,Orgânico,Times
11 de jun. de 2025,13,10,-,-,0,984.467,Twitch,Orgânico,Times
21 de mai. de 2025,13,9,-,-,0,771.642,Twitch,Orgânico,Times
22 de abr. de 2025,13,12,-,-,0,623.598,Twitch,Orgânico,Times
08 de abr. de 2025,13,10,-,-,0,684.480,Twitch,Orgânico,Times
4 dias ago,12,4,-,-,0,127.436,Twitch,Orgânico,Times
5 dias ago,12,7,-,-,0,141.613,Twitch,Orgânico,Times
13 de jun. de 2025,12,10,-,-,0,523.401,Twitch,Orgânico,Times
09 de jun. de 2025,12,8,-,-,0,1.103.394,Twitch,Orgânico,Times
20 de abr. de 2025,12,7,-,-,0,1.012.601,Twitch,Orgânico,Times
18 de abr. de 2025,12,8,-,-,0,259.047,Twitch,Orgânico,Times
10 de abr. de 2025,12,6,-,-,0,42.744,Twitch,Orgânico,Times
01 de abr. de 2025,12,11,-,-,0,762.131,Twitch,Orgânico,Times
03 de fev. de 2025,12,6,-,-,0,781.757,Twitch,Orgânico,Times
20 de mai. de 2025,11,6,-,-,0,787.103,Twitch,Orgânico,Times
16 de mai. de 2025,11,8,-,-,0,644.528,Twitch,Orgânico,Times
27 de abr. de 2025,11,10,-,-,0,657.168,Twitch,Orgânico,Times
02 de abr. de 2025,11,11,-,-,0,212.002,Twitch,Orgânico,Times
28 de mar. de 2025,11,10,-,-,0,297.117,Twitch,Orgânico,Times
04 de jun. de 2025,10,9,-,-,0,717.458,Twitch,Orgânico,Times
06 de mai. de 2025,10,10,-,-,0,868.654,Twitch,Orgânico,Times
29 de abr. de 2025,10,9,-,-,0,491.608,Twitch,Orgânico,Times
11 de abr. de 2025,10,10,-,-,0,448.374,Twitch,Orgânico,Times
03 de abr. de 2025,10,7,-,-,0,94.280,Twitch,Orgânico,Times
26 de jan. de 2025,10,10,-,-,0,207.759,Twitch,Orgânico,Times
08 de mai. de 2025,9,9,-,-,0,277.420,Twitch,Orgânico,Times
30 de abr. de 2025,9,8,-,-,0,322.074,Twitch,Orgânico,Times
18 de mar. de 2025,9,9,-,-,0,209.520,Twitch,Orgânico,Times
18 de jan. de 2025,9,7,-,-,0,1.016.974,Twitch,Orgânico,Times
6 dias ago,8,8,-,-,0,55.569,Twitch,Orgânico,Times
17 de jun. de 2025,8,6,-,-,0,318.787,Twitch,Orgânico,Times
05 de jun. de 2025,8,7,-,-,0,628.728,Twitch,Orgânico,Times
01 de jun. de 2025,8,5,-,-,0,1.000.515,Twitch,Orgânico,Times
19 de mai. de 2025,8,6,-,-,0,842.544,Twitch,Orgânico,Times
19 de abr. de 2025,8,8,-,-,0,317.272,Twitch,Orgânico,Times
15 de abr. de 2025,8,8,-,-,0,424.408,Twitch,Orgânico,Times
17 de mar. de 2025,8,8,-,-,0,1.756.300,Twitch,Orgânico,Times
23 de jan. de 2025,8,8,-,-,0,790.400,Twitch,Orgânico,Times
18 de jun. de 2025,7,6,-,-,0,26.470,Twitch,Orgânico,Times
07 de jun. de 2025,7,6,-,-,0,571.798,Twitch,Orgânico,Times
23 de mai. de 2025,7,5,-,-,0,394.574,Twitch,Orgânico,Times
14 de mai. de 2025,7,6,-,-,0,105.474,Twitch,Orgânico,Times
07 de mai. de 2025,7,7,-,-,0,383.007,Twitch,Orgânico,Times
02 de mai. de 2025,7,6,-,-,0,86.129,Twitch,Orgânico,Times
16 de abr. de 2025,7,6,-,-,0,70.238,Twitch,Orgânico,Times
05 de abr. de 2025,7,7,-,-,0,418.165,Twitch,Orgânico,Times
24 de fev. de 2025,7,7,-,-,0,2.176.218,Twitch,Orgânico,Times
02 de jun. de 2025,6,6,-,-,0,887.595,Twitch,Orgânico,Times
31 de mai. de 2025,6,6,-,-,0,150.778,Twitch,Orgânico,Times
10 de mai. de 2025,6,5,-,-,0,482.426,Twitch,Orgânico,Times
04 de mai. de 2025,6,6,-,-,0,193.862,Twitch,Orgânico,Times
17 de abr. de 2025,6,5,-,-,0,58.880,Twitch,Orgânico,Times
27 de mar. de 2025,6,6,-,-,0,198.616,Twitch,Orgânico,Times
12 de mar. de 2025,6,4,-,-,0,116.591,Twitch,Orgânico,Times
26 de fev. de 2025,6,4,-,-,0,132.089,Twitch,Orgânico,Times
11 de fev. de 2025,6,4,-,-,0,279.312,Twitch,Orgânico,Times
29 de jan. de 2025,6,4,-,-,0,968.611,Twitch,Orgânico,Times
12 de jan. de 2025,6,6,-,-,0,297.645,Twitch,Orgânico,Times
26 de mai. de 2025,5,4,-,-,0,252.124,Twitch,Orgânico,Times
01 de mai. de 2025,5,4,-,-,0,51.681,Twitch,Orgânico,Times
21 de mar. de 2025,5,5,-,-,0,1.040.424,Twitch,Orgânico,Times
20 de mar. de 2025,5,5,-,-,0,689.383,Twitch,Orgânico,Times
09 de mar. de 2025,5,2,-,-,0,1.574,Twitch,Orgânico,Times
07 de mar. de 2025,5,2,-,-,0,57.370,Twitch,Orgânico,Times
05 de mar. de 2025,5,3,-,-,0,45.838,Twitch,Orgânico,Times
03 de mar. de 2025,5,4,-,-,0,84.060,Twitch,Orgânico,Times
